Term,Frequency
fürs,1
teurer,1
Pläne,1
vorzusehen,1
sozialer,5
stattfindet,1
2030er,1
einheitliches,2
Emissionshandelssystem,2
Belastungen,3
einseitig,1
zulasten,1
verschiebt,1
derzeit,3
60,3
Tonne,3
Prognosen,1
Niveau,3
eher,1
steigen,3
verlaufen,1
verständigt,1
Zertifikatlöschung,1
fällt,1
erfassten,1
Brennstoffemissionen,1
industrielle,2
Prozesswärme,1
Kompatibilität,1
möglichen,2
reibungsloser,1
gewährleistet,4
Preise,1
Angesichts,2
derzeitigen,1
Preisniveaus,1
Faktoren,1
Preispfad,1
Marktphase,1
Preisanstieg,1
kompensieren,1
Marktsystems,1
Kompensationsmechanismus,1
Abschaffung,2
Klimageld,1
Energieaußenpolitik,1
multilaterale,3
Energiekooperationen,1
G7,3
Präsidentschaft,1
Klimapartnerschaften,2
massive,1
globales,2
führt,1
Zusagen,1
Milliarden,2
Dollar,1
Klimafinanzierung,3
kohärenten,2
Klimaaußenpolitik,4
erfüllen,5
Klimakabinett,1
kohärenter,1
Energiecharta,1
Vertrages,4
Wirtschaftsstandortes,1
bestmöglich,2
richtigen,1
unbürokratische,2
Transformationsprojekte,2
Beiträge,7
Förderbanken,3
Risikoabsicherung,2
Gewerkschaften,5
Allianz,6
schmieden,1
Monaten,1
stabile,3
besprechen,1
zielgerichtete,3
Transformationsfonds,4
Klimaschutzdifferenzverträge,1
Leuchtturmprojekte,1
Mittleren,2
klimatechnologischen,1
Boarder,1
Adjustment,1
Mechanism,1
Energiebeihilfeleitlinien,1
gewahrt,1
Ressourceneffizienz,1
Industrievergünstigungen,1
wirtschaftlicher,3
Produktstandards,1
gleichermaßen,3
Notwendigkeit,1
Negativemissionen,1
Langfriststrategie,1
unvermeidbaren,1
Restemissionen,1
suchen,7
Betriebsgenehmigungen,1
Kraftwerke,1
Gasleitungen,1
fossilen,2
Brennstoffen,2
fortgesetzt,3
Investitionsstopp,1
Fehlinvestitionen,1
Entschädigungsansprüche,1
auszulösen,1
Bemühungen,5
bekennt,2
eindeutig,2
Atomenergie,2
verursachten,1
aufkommt,1
radioaktiven,1
Abfälle,2
Standortsuche,1
Endlager,2
hochradioaktive,1
festgelegten,2
wissenschaftsbasiert,1
partizipativ,1
hinterfragend,1
lernend,1
Genehmigte,1
fertiggestellt,1
genommen,2
Standortauswahl,1
Logistikzentrums,1
Abschaltung,1
grenznahen,1
Risikoreaktoren,1
IV,4
Arbeitswelt,9
hohes,1
Beschäftigungsniveau,1
Entlohnung,1
Beschäftigungsbiografie,1
Beschäftigungsfähigkeit,1
verdient,1
Arbeitsrecht,6
ausgehandelte,1
Flexibilität,4
Sozialstaat,3
Rente,8
auskömmlich,3
ergänzen,12
kapitalgedeckte,2
erneuern,1
versorgt,2
gepflegt,2
sektorenübergreifende,3
Pflegepolitik,2
Verletzlichkeit,2
Augen,3
geführt,3
Lehren,3
bedarfsgerechte,7
Grundbedürfnis,2
Wohnraum,3
bezahlbar,2
barrierearm,2
Wichtig,1
Wohnumfeld,1
lebendige,1
berufsbildender,1
Schulen,12
Berufsorientierung,2
Jugendberufsagenturen,1
Ausbildungsgarantie,1
Jugendlichen,6
vollqualifizierenden,1
Berufsausbildung,1
stets,5
Einstiegsqualifizierung,1
assistierte,1
ausbildungsbegleitende,1
Verbundausbildungen,1
öffnen,7
Geflüchtete,4
begrüßen,5
tariflich,1
Ausgleichsfonds,1
erheblicher,1
Unterversorgung,1
Ausbildungsplätzen,1
außerbetriebliche,1
Ausbildungsangebote,1
Absprache,3
Ausbildungsmobilität,1
Arbeitslosigkeit,2
vollqualifizierende,2
Ausbildungen,3
unabhängig,11
Dauer,3
Vollzeitschulische,1
vergütet,2
Schulgeld,1
Exzellenzinitiative,1
Berufliche,1
InnoVet,1
Begabtenförderungswerke,1
Gleichwertige,2
Qualifikationen,2
Karrierewege,2
Evaluationsauftrags,1
dualen,1
wesentliche,2
Teilzeit,2
Bildungspolitik,3
Arbeitsmarktpolitik,1
stimmen,2
aufeinander,2
persönlich,1
motivierten,2
lebensbegleitenden,1
Lernens,2
Aufstiegs,1
BAföG,10
Unterhaltsbeitrag,1
Teilzeitfortbildungen,1
Weiterbildungen,2
gleichen,6
Stufe,2
Qualifikationsrahmens,1
vollqualifizierte,1
Fördersätze,1
Freibeträge,3
Förderlücken,2
Aufstiegslehrgänge,1
kostenfrei,1
Lebenschancen,2
selbstbestimmte,2
berufs,1
abschlussbezogener,2
Qualifikation,3
einfache,3
Bildungssparen,1
Freiraumkonto,1
geringem,2
Zuschüsse,1
österreichischem,1
finanzielle,14
arbeitsmarktbezogene,1
Nachholen,1
Berufsabschlusses,1
Vereinbarung,5
BA,5
Fördervoraussetzungen,1
Bundesagentur,1
dazugehöriger,1
Beratung,9
Interessierten,1
Weiterbildungsverbünde,1
Weiterbildungsagenturen,1
Weiterbildungsplattform,1
Bildungsplattform,1
verzahnt,1
verstetigt,3
übersichtlichen,1
Beratungsangeboten,1
Förderinstrumenten,1
ans,1
Kurzarbeitergeld,3
angelehnten,1
Qualifizierungsgeld,1
Betriebsvereinbarungen,2
Transformationstarifverträge,1
weiten,5
SGB,21
Transfergesellschaften,1
Grundkompetenzen,2
Vermittlung,2
Beschäftigungschancen,1
Leistungsberechtigte,1
monatliches,1
Weiterbildungsgeld,1
150,1
sodass,3
Anreiz,1
Anspruch,11
Monate,2
Arbeitslosengeld,4
Arbeitszeit,2
Arbeitsort,1
Wünsche,2
Arbeitnehmerinnen,6
Arbeitnehmern,5
flexibleren,1
Arbeitszeitgestaltung,1
aufzugreifen,1
Arbeitszeitmodelle,2
8,1
Tages,2
Arbeitszeitgesetz,1
treffenden,1
Evaluationsklausel,1
Tarifverträgen,2
Arbeitnehmer,3
bestimmten,3
einzuhaltenden,1
flexibler,3
Abweichung,1
Arbeitszeitgesetzes,1
hinsichtlich,3
Tageshöchstarbeitszeit,1
Grund,3
Anpassungsbedarf,1
Rechtsprechung,4
Gerichtshofs,4
Arbeitszeitrecht,1
Vertrauensarbeitszeit,1
Homeoffice,4
grenzen,1
Mobilen,1
Telearbeit,1
Geltungsbereich,1
Arbeitsstättenverordnung,1
Arbeitsschutz,3
Vorhandensein,1
betrieblichen,1
Arbeitsplatzes,1
mobiler,2
Gestaltung,6
sachgerechte,1
Coworking,1
Spaces,1
Tätigkeiten,4
Erörterungsanspruch,1
mobiles,1
Arbeiten,4
Wunsch,3
widersprechen,2
Belange,1
heißt,1
Ablehnung,1
sachfremd,1
willkürlich,1
abweichende,1
tarifvertragliche,1
Mobile,1
sollEU,1
unproblematisch,1
Selbständige,3
wesentlicher,2
Statusfeststellungverfahrens,1
Lichte,6
Selbständigen,2
agilen,1
erleichterten,1
freiwilligen,2
Arbeitslosenversicherung,2
Gründer,1
Vorversicherungszeit,1
Geschäftsführerin,1
Geschäftsführer,1
tätig,1
entrichtet,1
Sonderregelung,1
unständig,1
Kulturschaffende,1
Soloselbständigen,1
andauernden,1
Neustarthilfe,2
Überbrückungshilfe,1
Plus,1
zukünftigen,3
schweren,3
verantworteten,2
Erwerbsausfällen,1
Lebensunterhaltskosten,1
Vorsorge,2
steuerfinanzierte,2
Wirtschaftshilfen,1
werten,1
Regelsystem,1
besondere,8
Künstlersozialkasse,1
Absicherung,5
Kreativen,1
Kulturschaffenden,1
einmaligen,2
Stunde,1
Anschluss,2
Mindestlohnkommission,1
etwaigen,1
Erhöhungsschritte,1
armutsfeste,1
Mindestlöhne,1
Tarifsystems,1
Achtung,3
Kompetenzordnung,1
unterschiedlicher,1
Arbeitsbeziehungen,1
inDeutschland,1
Mindestlohngesetz,1
Beschluss,2
gelten,6
Mini,3
Midijobs,1
Midi,2
Jobs,2
Verbesserungen,2
Aufnahme,6
versicherungspflichtiger,1
erschweren,3
Job,1
600,1
Künftig,1
orientiert,7
Minijob,1
Wochenarbeitszeit,1
Mindestlohnbedingungen,1
Mindestlohns,1
520,1
Minijobs,1
reguläre,3
Arbeitsverhältnisse,1
missbraucht,1
Teilzeitfalle,1
Arbeitsrechts,1
kontrollieren,1
Haushaltsnahe,1
haushaltsnaher,1
Familie,6
Beruf,3
Ehe,5
Lebenspartnern,1
sozialversicherte,1
Inanspruchnahme,4
alltagsunterstützender,1
Zulagen,2
Gutscheinsystem,1
flankierende,1
steuerfreie,1
Arbeitgeberzuschüsse,1
steuerliche,6
verrechnet,1
sozialversicherungspflichtiger,2
Profitieren,1
Alleinerziehende,5
Kindern,13
pflegenden,2
Angehörigen,5
Haushalte,2
Befristungen,1
vorangeht,1
Haushaltsbefristung,1
sachgrundlose,1
Befristung,1
Kettenbefristungen,1
Sachgrund,1
befristete,1
Arbeitsverträge,1
selben,1
begrenzten,1
Überschreiten,1
Höchstdauer,1
Arbeitnehmerüberlassung,2
Arbeitskräftemobilität,1
Arbeitnehmerüberlassungsgesetz,1
Falle,3
Gesetzesevaluierung,1
vorzunehmen,2
grenzüberschreitenden,3
Entsendungen,1
bürokratische,5
Saisonbeschäftigte,1
vollen,1
Krankenversicherungsschutz,1
Faire,1
ratifizieren,3
Übereinkommen,2
Nr,2
184,1
Internationalen,8
Arbeitsorganisation,1
ILO,2
Werkverträge,1
Strukturelle,1
effektivere,1
Rechtsdurchsetzung,2
Abruf,2
Krisenregelungen,1
Tarifautonomie,3
Tarifpartner,2
Löhne,4
befördert,1
nötige,1
Lohnangleichung,1
Ost,2
West,2
Auftragsvergabe,2
repräsentativen,1
Tarifvertrages,1
gebunden,1
einfachen,5
unbürokratischen,3
Erklärung,3
beruht,1
Betriebsausgliederung,1
Identität,5
Eigentümers,1
Zwecke,2
Tarifflucht,1
Fortgeltung,1
Tarifvertrags,1
Unangetastet,1
613a,1
BGB,1
Pflichten,3
Betriebsübergang,1
Schritte,5
hierbei,1
Mitbestimmung,4
Betriebsräte,2
verfassungsrechtlich,4
gebotenen,2
Maßstäbe,2
Betriebsratswahlen,1
Pilotprojekt,3
zeitgemäßes,1
Rechtenentspricht,1
Hinsichtlich,1
Betriebsrätemodernisierungsgesetz,1
Behinderung,4
stufen,1
Offizialdelikt,1
Kirchen,7
kirchliche,1
angeglichen,2
Verkündungsnahe,1
Unternehmensmitbestimmung,2
weltweit,8
bedeutende,1
Stellung,3
Missbräuchliche,1
Umgehung,1
Mitbestimmungsrechts,1
vollständigen,6
Mitbestimmungsvermeidung,1
Zuwachs,1
SE,1
Einfriereffekt,1
Konzernzurechnung,1
Mitbestimmungsgesetz,1
Drittelbeteiligungsgesetz,1
sofern,7
faktisch,1
Beherrschung,1
vorliegt,2
Bereicherung,1
wichtig,6
bestehendes,1
Datengrundgrundlagen,1
Plattformanbietern,1
arbeitern,1
menschenzentrierten,1
Gemeinwohlorientierung,2
Gesundheitsschutz,3
wandelnden,1
psychischen,1
intensiv,3
Mobbing,1
Report,1
Prävention,15
Arbeitsschutzes,1
Eingliederungsmanagement,2
bürgerfreundlicher,1
unbürokratischer,2
Lebenswirklichkeiten,1
Bürgernähe,2
Antragstellung,1
Abfragen,1
analoger,1
zustehen,1
automatisch,2
ausgezahlt,3
niedrigschwelliger,1
einheitlicher,2
Arbeitsgruppe,4
Sozialversicherungsträger,2
Alter,4
Mindestrentenniveau,1
48,1
Definition,3
kürzlich,1
durchgeführten,2
Statistikrevision,1
steigt,2
Beitragssatz,1
20,7
Rentenkürzungen,1
Renteneintrittsalters,1
Zusage,1
generationengerecht,2
Stabilisierung,4
Rentenbeitragssatz,1
einsteigen,1
dauerhafter,1
unabhängigen,10
professionell,2
verwaltet,1
global,1
anlegen,1
Haushaltsmitteln,1
Kapitalstock,1
zuführen,1
Kollektiv,1
Beitragszahler,1
eigentumsgeschützt,1
Reserven,1
Kapitalmarkt,4
reguliert,1
anzulegen,1
umlagefinanzierte,1
erwerbsbezogene,1
qualifizierte,3
Einwanderung,1
Nachholfaktor,1
Rentenberechnung,1
Rentenanpassungen,1
Haltelinien,1
Renten,2
Coronakrise,2
Gleichklang,1
Generationengerechtigkeit,2
Stabilität,5
Erwerbsminderungsrentnerinnen,1
rentner,1
Altersversorgung,1
Erlaubnis,1
Anlagemöglichkeiten,1
Renditen,2
Betriebsrentenstärkungsgesetz,1
vorletzten,1
gebrachte,1
Sozialpartnermodell,1
bisherige,5
Angebot,6
kostengünstigen,1
Abwahlmöglichkeit,1
Anlageprodukte,1
Riester,2
untere,1
Einkommensgruppen,1
Bestandschutz,1
laufende,2
Verträge,6
Sparerpauschbetrag,2
Rentensplitting,1
bekannter,1
Renteninformation,1
hinweist,1
unverheiratete,1
Paare,1
Wirkung,3
Grundrente,1
Verbesserungsvorschläge,1
Prüfungsaufwand,1
Kapitalerträgen,1
19,2
Abmilderung,1
Härtefällen,1
Rentenüberleitung,1
jüdische,1
Kontingentflüchtlinge,1
Spätaussiedler,2
Mitgliedschaft,1
Justizvollzugsanstalten,1
arbeitenden,1
Strafgefangenen,1
Sicherungsverwahrten,1
Rehabilitation,4
längeres,1
gesünderes,1
Alterssicherungspolitik,1
Gesunde,1
rufen,1
Reha,2
Kooperationsvereinbarungen,2
Budget,4
bedarfsgerechter,1
Erwerbsminderung,1
entgegenzuwirken,5
Evaluationsergebnisse,1
Ü45Gesundheits,1
Check,2
ausrollen,1
Renteneintritt,2
Flexi,1
Bekanntheit,1
verbreitern,2
Hinzuverdienst,1
vorzeitigem,1
Rentenbezug,1
eintreten,1
längeren,1
Verbleib,1
Arbeitsleben,3
skandinavischem,1
Situation,8
belasteter,1
Berufsgruppen,1
Diskussion,1
entlasten,8
Krankenversicherung,4
Minijobgrenze,1
strikt,4
einkommensbezogen,1
obligatorischen,1
Alterssicherungssystem,1
unterliegen,1
Wahlfreiheit,1
versichert,1
Opt,1
Outs,1
Vorsorgeprodukt,1
wählen,1
insolvenz,1
pfändungssicher,1
Grundsicherungsniveaus,1
Karenzzeit,1
geförderte,3
Anstelle,1
Hartz,1
befähigen,2
unkompliziert,1
gewähren,3
Bürgergeldbezuges,1
Anrechnung,3
Vermögens,2
anerkennen,3
Angemessenheit,1
Wohnung,1
Schonvermögen,1
pragmatisch,1
Erstattung,1
Unterkunft,3
rechtssicherer,1
auszugestalten,2
Angemessenheitsgrenzen,1
jährlich,2
erleichtert,2
Heizung,2
regionalspezifische,1
Pauschalen,1
auszuzahlen,1
Mittelpunkt,3
verändern,1
Vertrauensbeziehung,1
Stärken,1
Entwicklungsbedarfe,1
Kompetenzfeststellungsverfahren,1
ermittelt,1
Soft,1
Skills,1
zertifizierbar,1
Teilhabevereinbarung,3
Bürgergeldbeziehenden,1
vereinbart,3
Sprache,3
formuliert,1
Eingliederungsvereinbarung,1
sechsmonatige,1
Vertrauenszeit,1
Konfliktfälle,1
Schlichtungsmechanismus,1
Mitwirkungspflichten,1
festgehalten,1
Neuregelung,3
voraus,1
Urteil,3
Bundesverfassungsgerichtes,2
Sanktionen,5
auszunehmen,2
behandeln,2
Sanktionsfall,1
Coaching,2
örtlichen,1
Jugendhilfe,4
16h,2
einjähriges,1
Moratorium,1
Existenzminimum,3
Jobcenter,2
Zielsteuerungssystems,1
individuelle,2
ganzheitliche,4
Sozialgesetzbücher,1
Jobcentern,5
Gestaltungsspielraum,1
16f,1
Vermittlungsvorrang,1
Prämienregelung,1
Kommunikationstechnologien,1
Bürgergeldberechtigten,1
Teilnahme,3
Eingliederung,1
dienenden,3
Förder,3
Unterstützungsmaßnahmen,1
befristeter,1
Bonus,1
gezahlt,1
Teilhabechancengesetz,1
16i,1
16e,1
Begleitendes,1
aufsuchende,1
Sozialarbeit,3
Regelinstrumente,1
XII,3
bedürfen,1
besonderer,6
gelingenden,1
Ausbildungsverlauf,1
ältere,5
Bürgergeldberechtigte,1
Mütter,2
Teilzeitausbildungen,1
Ausgehend,2
RehaPro,1
präventive,1
Gesundheitsförderung,4
Migrations,2
Fluchthintergrund,1
Generell,1
Sprachförderung,3
alltagspraktischen,1
verknüpfen,4
Zuverdienstmöglichkeiten,2
sozialversicherungspflichtige,2
Erwerbstätigkeit,2
Schüler,3
Studentenjobs,1
jungen,2
Erwachsenen,2
Bedarfsgemeinschaften,2
Heimkindern,1
entfallen,1
Auszubildenden,1
Freibetrag,3
ehemals,1
Wohngeld,2
Sozialleistungen,1
abstimmt,1
beziehungsweise,1
zusammenfasst,1
Transferentzugsraten,1
günstigsten,1
Wirkungen,1
Beschäftigungseffekten,1
Arbeitsmarktpartizipation,1
erzielen,1
Grenzbelastungen,1
ausgeschlossen,2
Reformmodells,1
mehreren,1
Instituten,2
erwerbsgeminderte,1
Personen,7
Rentnerinnen,1
Rentner,1
Aufwandsentschädigungen,1
Steuerrecht,2
passgenaue,3
dimensionierten,1
Betreuungsschlüssel,2
qualifiziertes,1
Eingliederungs,1
Verwaltungstitel,1
Übertragbarkeit,2
Restmitteln,1
Erwerbstätige,1
Bürgergeldbezug,1
Agenturen,1
wechseln,1
Qualifizierungs,1
Weiterbildungsangeboten,1
individuellen,5
Charakter,1
Bürgergelds,1
horizontalen,1
vertikale,2
Einkommensanrechnung,1
umstellen,2
Feststellung,2
Erwerbsfähigkeit,1
standardisiert,1
durchgeführt,1
Problematik,1
Obdachlosigkeit,1
Bürgern,2
gemeinnützigen,3
Wohlfahrtsverbände,2
samt,1
Angebotsvielfalt,1
wichtigen,6
Partner,16
Engagements,1
Zusammenhalts,2
Armuts,1
Reichtumsberichts,1
Armutserfahrung,1
Inklusion,5
Lebens,2
barrierefrei,3
Behindertengleichstellungsgesetz,1
Barrierefreiheitsstärkungsgesetz,1
Gleichbehandlungsgesetz,2
Gebäude,2
Gütern,1
Barrieren,2
zumutbar,1
Ergreifen,1
angemessener,2
Vorkehrungen,2
Beratungsarbeit,1
Bundesfachstelle,1
Ausnahmemöglichkeiten,1
Personenbeförderungsgesetzes,1
gänzlich,1
abschaffen,2
baldmöglichst,1
Pressekonferenzen,1
Veranstaltungen,1
Bundesministerien,1
nachgeordneten,2
Informationen,7
Gebärdensprache,2
übersetzt,2
untertitelt,1
ausgeweitet,1
Sprachendienst,1
Bundeskompetenzzentrum,1
Leichte,1
Arbeitsmarktintegration,2
Behinderungen,4
geschaffenen,1
Ansprechstellen,1
Ausgleichsabgabe,2
Beschäftigungspflicht,1
beschäftigen,1
Vollständig,1
Integrationsamt,1
übermittelte,1
Wochen,1
Bescheid,1
genehmigt,1
Genehmigungsfiktion,1
inklusiv,1
teilhaben,1
Betriebliche,1
Arbeitnehmerseite,1
Hamburger,1
Expertise,3
Schwerbehindertenvertrauenspersonen,1
Werkstätten,1
behinderte,1
WfbM,2
Begleitung,1
Beschäftigungsverhältnissen,1
Beteiligungsvorhaben,1
transparenten,3
zukunftsfähigen,1
Entgeltsystems,1
Erkenntnisse,4
Teilhabeangebote,1
Inklusionsunternehmen,1
formale,1
Privilegierung,1
Umsatzsteuergesetz,1
regelmäßigen,2
Umtauschs,1
klassischen,2
Schwerbehindertenausweises,1
Teilhabeausweis,1
Bundesteilhabegesetzes,1
Leistungserbringern,2
Übergangslösungen,1
beendet,2
abgebaut,3
Persönlichen,1
unzulässig,1
einschränken,1
Aufbauend,4
Freistellung,4
verbindlichere,2
Verhinderung,1
Eingliederungshilfe,2
optimalen,1
Maßnahmenpaket,1
schnüren,1
Leistungsberechtigten,1
schnelleren,2
unbürokratischeren,1
barrierefreien,3
Antragsverfahren,1
Assistenzhundegesetz,1
Teilhabestärkungsgesetz,1
Studie,2
Aspekt,1
Kosteneinsparung,1
Durchführung,3
Ausweitung,4
Regelbedarfsstufe,1
besonderen,8
Wohnformen,3
politische,11
Partizipationsfonds,1
Sport,13
InduS,1
Ligen,1
Special,2
Olympics,2
World,1
Contergan,1
Mitsprache,2
Gesundheitsberufe,3
Pflegekräfte,3
Sicht,1
erbringen,2
herausragende,1
herausfordernden,1
Krankenhäusern,2
Pflegeeinrichtungen,1
Milliarde,1
Steuerfreiheit,1
Pflegebonus,1
stationären,4
planbar,1
tretende,1
prozentualen,1
Zuschüssen,2
Eigenanteilen,3
Eigenanteil,1
abgesenkt,1
Ausbildungskostenumlage,1
herausnehmen,1
versicherungsfremde,1
Rentenbeiträge,1
pflegende,1
Angehörige,2
Zusatzkosten,1
Steuermitteln,2
Behandlungspflege,1
pauschal,1
Sozialen,1
Pflegeversicherung,3
SPV,1
moderat,1
Sozialgesetzbuch,1
XI,2
quartiernahe,1
pflegerischen,1
Versorgungsverträge,1
Mitgestaltungsmöglichkeiten,2
bedarfsgerechten,3
Nachtpflege,1
solitären,1
Kurzzeitpflege,1
Kurzzeit,1
Verhinderungspflege,1
Entlastungsbudget,1
Nachweispflicht,1
häusliche,2
einzubeziehen,1
Pflegegeld,1
regelhaft,3
Pflegezeit,1
Familienpflegezeitgesetze,1
Nahestehenden,1
Zeitsouveränität,1
Lohnersatzleistung,1
pflegebedingter,1
Auszeiten,1
freiwillige,4
paritätisch,2
finanzierte,1
Vollversicherung,1
Pflegekosten,1
Expertenkommission,2
vorlegen,7
vergleichbare,1
intensivpflegerischen,1
Wohnorts,1
Intensivpflege,1
Rehabilitationsstärkungsgesetz,1
IPReG,1
evaluiert,5
nachgesteuert,1
familiären,1
Dramatik,1
begegnen,5
spürbar,2
Kurzfristig,2
verbindlichen,5
Personalbemessung,1
Krankenhaus,1
Pflegepersonalregelung,1
0,9
PPR,1
Übergangsinstrument,1
Qualifikationsmixes,1
Langzeitpflege,1
Personalbemessungsverfahren,1
Gehaltslücke,1
Kranken,1
Altenpflege,1
Pflegeberuf,1
Steuerbefreiung,1
Zuschlägen,1
geteilter,1
Dienste,2
trägereigener,1
Springerpools,1
familienfreundliche,1
Arbeitszeiten,1
betreuungspflichtigen,1
harmonisieren,3
Berufsgesetze,1
Pflegeassistenz,1
Hebammenassistenz,1
Rettungssanitärer,1
Pflegeausbildung,2
Pflegefachkräfte,1
Ausbildungsvergütung,1
Regelungslücken,1
Professionelle,1
heilkundliche,1
Berufsbild,1
Community,2
Health,3
Nurse,1
allgemeines,1
Heilberufegesetz,1
Gesundheitsberuferegister,1
Schmerzmittel,1
Betäubungsmittelgesetz,1
delegationsfähig,1
Modellprojekt,1
Direktzugang,1
therapeutische,2
ausländischen,1
erworbener,2
Berufsabschlüsse,1
Befragung,2
Pflegenden,1
Selbstverwaltung,4
Pflegerat,1
Stimme,1
Bundesausschuss,1
Wahrnehmung,2
Krankenhausvergütung,1
Fallpauschalen,1
Kliniken,2
anteilig,1
weiterbilden,1
Fortentwicklung,3
Ärztinnen,2
Ärzten,1
medikamentöse,1
Schwangerschaftsabbrüche,3
implementieren,2
Pflegeberufe,1
Approbationsordnung,1
Ambulantisierung,2
Spezialisierung,1
Individualisierung,1
berufsgruppenübergreifende,1
Gesundheitsdienst,1
gestärkten,1
Gesundheitsdienstes,1
ÖGD,4
Zusammenspiel,1
Einstellungsfristen,1
appellieren,1
Sozialpartner,1
Tarifvertrag,1
Zwischenberichts,1
funktionsfähigen,1
Gesundheitssicherstellungsgesetz,1
Bevorratung,2
Arzneimittel,1
Medizinprodukten,1
Ernstfallübungen,1
Gesundheitskrisen,1
Langzeitfolgen,1
Covid19,1
chronische,1
Fatigue,1
Syndrom,1
ME,1
CFS,1
deutschlandweites,1
Netzwerk,3
Kompetenzzentren,2
interdisziplinären,2
Ambulanzen,1
gesundheitliche,2
Aufklärung,5
Bundesinstitut,1
Bundesministerium,2
Aktivitäten,2
Public,2
Gesundheitskommunikation,1
angesiedelt,1
RKI,1
weisungsungebunden,1
fortgeschriebenen,1
Digitalisierungsstrategie,1
Versorgungsproblemen,1
Perspektive,1
Dokumentation,3
telemedizinische,1
Arznei,1
Heil,1
Hilfsmittelverordnungen,1
Videosprechstunden,1
Telekonsile,1
Telemonitoring,1
telenotärztliche,1
elektronischen,1
Patientenakte,1
ePA,2
Rezeptes,1
nutzenbringende,1
sämtliche,1
Telematikinfrastruktur,1
Versicherten,2
freiwillig,1
opt,1
gematik,1
Gesundheitsagentur,1
Registergesetz,1
Gesundheitsdatennutzungsgesetz,1
überholter,1
Dokumentationspflichten,1
Bürokratieabbaupaket,1
Patientinnen,3
Patienten,4
gesetzlicher,2
kenntlich,1
Verfahrenserleichterungen,1
Sprachmittlung,1
Hilfe,8
Behandlung,4
Präventionsgesetz,1
Primär,2
Sekundärprävention,1
Leitgedanken,1
folgend,1
zielgruppenspezifisch,1
Krankenkassen,7
Gesunderhaltung,1
einzusetzen,2
Präventionsplan,1
Maßnahmenpakete,1
Alterszahngesundheit,1
Diabetes,1
Einsamkeit,2
Suizid,1
Wiederbelebung,2
Vorbeugung,1
klima,1
umweltbedingten,1
Gesundheitsschäden,1
Gunsten,1
verstärkter,1
Beitragsmittel,1
Werbemaßnahmen,1
Werbegeschenke,1
verwenden,1
Ambulante,1
unnötig,1
stationär,1
erbrachter,1
sektorengleiche,1
Vergütung,2
Hybrid,2
DRG,1
multiprofessioneller,1
integrierter,1
Notfallzentren,3
wohnortnahe,1
ambulante,4
kurzstationäre,1
spezifische,1
Vergütungsstrukturen,1
bevölkerungsbezogenen,1
Versorgungsverträgen,1
Gesundheitsregionen,1
Spielraum,2
Versorgungsformen,1
benachteiligten,3
Stadtteilen,1
niedrigschwellige,1
Gesundheitskioske,1
Gemeindeschwestern,1
Gesundheitslotsen,1
Bedarfs,1
Krankenhausplanung,3
sektorenübergreifenden,1
Versorgungsplanung,1
Notfallversorgung,4
kassenärztlichen,1
Vereinigungen,3
KH,1
KVen,2
Option,1
Verschränkung,1
Rettungsleitstellen,1
Leitstellen,1
Einschätzungssystemen,1
telefonisch,2
telemedizinisch,1
bedarfsgerechtere,1
Steuerung,1
Rettungswesen,1
Leistungsbereich,1
regeln,4
Leistungsumfang,1
Bergrettung,1
Wasserrettung,1
Küstengewässer,1
unterversorgten,2
Budgetierung,1
ärztlichen,3
Honorare,1
hausärztlichen,1
kommunal,1
getragenen,1
Medizinischen,2
Versorgungszentren,1
Zweigpraxen,1
Zulassungsausschusses,1
zuständige,2
Landesbehörde,1
bestätigt,1
Arzneimittelversorgung,1
Apotheken,2
Gebieten,4
flexiblere,3
Apothekenbetriebsordnung,1
Nacht,1
Notdienstfonds,1
Sicherstellungsfonds,1
Verordnungsfähigkeit,1
Notfallbotendienste,1
ambulanten,3
pharmazeutische,1
honorieren,1
Effizienzgewinne,1
Finanzierungssystems,1
Gesundheitsziel,1
Geburt,4
mögliche,1
Spontangeburten,1
Kaiserschnitte,1
Personalschlüssel,1
Hebammen,2
Phasen,1
hebammengeleiteter,1
Kreißsäle,1
aufsuchenden,1
Geburtsvor,1
nachsorge,1
angestellte,1
diverses,1
inklusives,1
barrierefreies,1
schwerstbehinderter,1
Behandlungszentren,1
Erwachsene,3
geistiger,1
Mehrfachbehinderungen,1
Sozialpädiatrischen,1
geschlechtsbezogene,1
Zugangsbarrieren,1
Gendermedizin,1
Medizinstudiums,1
paritätische,1
Führungsgremien,1
Kassen,1
zahn,1
Spitzenverbände,1
Entstigmatisierung,1
psychischer,1
psychotherapeutische,3
Bedarfsplanung,1
Wartezeiten,1
Behandlungsplatz,1
strukturschwachen,5
Komplexleistungen,1
passgenau,2
koordiniert,1
leitliniengerechte,1
Personalausstattung,1
psychiatrische,1
Notfall,1
Krisenversorgung,1
Reformen,4
Krankenhausversorgung,1
eingesetzte,1
Regierungskommission,1
hierzu,4
Leitplanken,1
Leistungsgruppen,1
Versorgungsstufen,2
basierende,1
demographischen,1
orientierende,1
Krankenhausfinanzierung,1
Maximalversorgung,1
Uniklinika,1
erlösunabhängiger,1
Vorhaltepauschalen,1
auskömmliche,1
Pädiatrie,1
Geburtshilfe,1
Unabhängige,1
Patientenberatung,1
UPD,1
dauerhafte,5
staatsferne,2
Struktur,2
maßgeblichen,1
Patientenorganisationen,1
Patientenvertretung,1
Gesundheitsberufen,1
Mitsprachemöglichkeiten,1
