Term,Frequency
Dienstleistungsbereich,1
Positivlisten,1
Klimaschutzabkommen,2
ILO,3
Kernarbeitsnormen,1
einklagbar,4
stets,7
wahren,5
kommunale,7
Rekommunalisierung,1
Pflichten,4
Handelsgerichtshof,1
beides,3
abdeckt,1
Internationale,5
Handels,5
Investitionsklagen,1
Klageprivilegien,1
Sonderjustiz,1
ausländische,4
Investor,4
Mitgliedstaaten,18
vollkommen,2
gefallenen,1
Energiecharta,1
Vertrag,2
CETA,2
jetzigen,6
Fassung,1
ratifizieren,2
gefährlichen,2
Schiedsgerichte,1
derzeit,9
vorläufig,1
angewendeten,1
Teilen,2
üben,1
erhebliche,2
Kritik,1
Kanada,3
demokratische,19
regulatorischen,1
Europaparlament,4
Vorsorgeprinzips,1
Investitionsabkommen,2
vorangetrieben,6
Level,2
Playing,2
Field,2
unzureichend,3
zustimmen,2
Aktive,1
legitime,1
Sicherheitsinteressen,1
Marktteilnehmer,1
durchzusetzen,1
Drittländern,1
unfairen,1
Mitteln,8
agiert,3
aktive,8
Anti,4
Dumping,4
Subventions,1
weiterentwickelt,4
anwendbar,1
Beihilferechts,1
Wettbewerbsverzerrungen,1
staatlich,4
Weltregionen,2
Prüfmechanismus,1
hochsubventionierten,1
ausländischen,2
übernommen,4
Zwang,3
rechtswidrigen,1
außen,5
wehren,2
Außenwirtschaftsförderung,1
anstelle,2
Hidden,1
Champions,1
Agenda,10
Menschenrechten,8
Grenzausgleich,2
ambitionierter,2
Wettbewerbsnachteil,1
ärmere,1
Handelspartnerländer,1
Entwicklungschancen,2
gestaltet,7
postkoloniale,1
Kontinuitäten,2
durchbrechen,1
Kernmenschenrechtsverträgen,1
Bestehende,4
Fair,2
Strukturpolitik,2
genügend,6
Zölle,2
Exportsteuern,1
Ausfuhr,2
beschränken,3
verarbeitete,1
gesenkt,3
abgeschafft,4
Instrumentalisierung,1
Entwicklungszusammenarbeit,7
Flüchtlingsabwehr,1
Lieferkettengesetz,4
Dinge,3
verbindlicher,3
Kern,2
Regelung,4
zivilrechtliche,2
dar,4
Schadensfall,1
gezogen,2
Nachbesserungen,1
erfassten,2
Erweiterung,3
umweltbezogenen,1
Sorgfaltspflichten,2
schweren,2
Menschenrechtsverletzungen,11
Zwangsarbeit,3
verwehrt,1
Importstopp,1
Agrarprodukte,1
illegaler,1
Tropen,1
Ur,1
Mangrovenwald,1
fortschreitender,1
Geschwindigkeit,1
abgeholzt,1
abgebrannt,1
agrarindustrielle,1
Anbau,1
Soja,3
Palmöl,3
Bergbau,1
Holzeinschlag,1
Großteil,4
importiert,1
Holzhandelsverordnung,1
Kraftstoff,1
Strategien,5
Wiederbewaldung,1
zerstörter,1
Verträge,7
Erarbeitung,1
rechtsverbindlichen,1
Abkommens,3
Binding,2
Treaty,2
Finanzmärkte,3
stabiler,2
Kampf,6
spielt,6
bedeutende,1
Verletzung,2
aufbauen,6
zurückzieht,1
Schritte,3
dahinterstehenden,1
eingeleitet,1
Öffentlich,3
Banken,10
Versicherer,1
Pensionsfonds,1
Miteigentümer,1
Vorreiterrolle,1
Finanzwende,1
Transformationsfinanzierung,1
Umweltrisiken,1
Versicherungen,3
unterlegt,1
Ratings,1
Nachhaltigkeitsbewertung,1
Anleger,3
Umweltwirkungen,1
Arbeitsnormen,1
Entwicklungsziele,3
BaFin,6
ESG,2
Aufsichtskompetenz,1
gemäß,8
Sustainable,1
Finance,1
Anlageberatung,1
Zertifizierung,1
Finanzprodukte,1
Kapital,1
schmutzigen,1
umgelenkt,1
Geldanlage,1
Bilanzen,3
Kapitalmarkt,1
Bilanzskandal,1
Wirecard,4
Wirtschaftsprüfer,2
Aufsicht,5
gescheitert,2
geblickt,1
ordentlich,1
durchwinkte,1
Versäumnisse,1
Vorjahre,1
vertuschen,1
wechseln,1
Wirtschaftsprüfungsgesellschaften,2
beraten,4
Aufdeckung,2
Bilanzbetrug,1
beaufsichtigt,3
Entscheider,1
Rechtsverstößen,2
tatsächlich,7
kompetent,1
besetzt,2
Vergütung,6
Vorständen,1
Unternehmenserfolg,1
Börsenkurs,1
Finanzaufsicht,5
Zähnen,2
Missstände,4
aufzeigt,1
kläglich,1
versagt,1
Aufseherin,1
verbot,1
Leerverkäufe,1
zeigte,1
Journalist,4
Unregelmäßigkeiten,1
aufdeckten,1
Persilschein,1
Vertrauen,13
Finanzplatz,1
ehrliche,1
schwieriger,2
Selbstverständnis,2
Fehlerkultur,3
Skepsis,1
Hinterfragens,1
Finanzpolizei,1
Prüfungsrechten,1
austauscht,1
Zoll,1
Bundesbehörde,2
Bekämpfung,18
Finanzkriminalität,2
Steuerhinterziehung,7
Geldwäsche,9
Momentan,1
organisatorisch,2
Funktion,1
rechtsstaatlich,3
abgesicherten,1
Befugnissen,2
Bankgeschäft,1
langweilig,1
Finanzkrise,1
Gefahr,5
Falle,5
Steuerzahler,5
haften,1
Boring,1
Banking,1
spekulieren,2
Realwirtschaft,1
undurchsichtigeren,1
Regulierungsflut,1
harte,2
Regulierungslücken,1
Schattenbanken,1
Zahlungsdienstleistern,1
Fintechs,1
Schuldenbremse,3
Leverage,1
Ratio,2
riskante,1
Investmentgeschäft,1
Einlagen,1
Kreditgeschäft,1
getrennt,4
Trennbankensystem,1
Investmentbanken,1
Geschäftsbereiche,1
Interessenskonflikten,1
ausgegliedert,1
Fusionskontrolle,1
entflochten,1
einfachere,1
Spekulation,4
Kurzfristorientierung,2
Finanztransaktionssteuer,1
Bemessungsgrundlage,2
unattraktiv,1
Berechenbarkeit,1
schädlichen,2
Hochfrequenzhandel,1
Schmutziges,1
einziehen,3
Paradies,1
Stiftungen,3
sonstigen,1
Konstrukten,1
Berechtigten,3
bestehen,3
befürworten,3
Absenkung,1
Identifizierungspflicht,1
Umgehungsmöglichkeiten,1
Transparenzregisters,1
geschlossen,4
Geldwäschebekämpfung,1
Verdachtsmeldungen,1
weiterzureichen,1
Nichtfinanzsektor,1
Immobilien,6
unentdeckt,2
Prüfungen,2
Zuständigkeit,1
übergehen,2
Illegale,1
Vermögenswerte,2
abschöpfen,1
Einfrieren,1
verdächtigen,1
Finanztransaktionen,2
Dauer,2
Transaktionsverboten,1
Strafverfolgung,7
Obergrenze,1
Bargeldzahlungen,1
Digitalen,1
Digitales,1
Bezahlen,1
gewinnt,2
Initiative,8
Zentralbank,3
EZB,4
Transaktionen,1
ungerechtfertigten,1
Oligopole,1
entgegen,5
Private,2
löst,2
klassisches,1
Bargeld,3
ergänzt,5
Aushöhlung,2
Währungsmonopols,1
Währungen,1
Großkonzerne,1
Kryptowährungen,2
analog,7
gewissen,2
Schwelle,1
ermittelt,1
Verbrechen,17
Darstellung,2
sexualisierter,7
Gewalt,33
Terror,4
Bezahlens,1
Kooperationspflichten,1
Kryptotauschbörsen,1
Ermittlungsbehörden,1
schulen,1
rasanten,1
dezentraler,1
Finanzanwendungen,1
Blockchains,1
differenziert,3
ausloten,1
Währungsunion,3
gefährlicher,1
gefahren,1
Sozialunion,1
Zukunftsfeldern,1
Batterieproduktion,1
verlieren,4
geschaffene,3
Wiederaufbauinstrument,1
verstetigen,5
permanentes,1
Investitions,1
Stabilisierungsinstrument,1
Parlaments,4
Zukunftsbereiche,1
stabilisierend,1
Haushalt,8
Grenzausgleichs,1
Besteuerung,4
Digitalkonzernen,1
Partnern,4
Stabilitäts,1
Wachstumspakt,1
Kürzungs,1
Privatisierungsdruck,1
Mitgliedsländern,2
Daseinsfürsorge,1
krisensicher,1
aufstellen,5
Fehler,1
Konservativen,1
Fiskalpolitik,3
Investitionsfonds,1
stabilisiert,1
Krisenfall,2
einzelne,7
blockiert,3
sichergestellt,7
Stabilitätsmechanismus,1
Währungsfonds,1
konditionierte,1
Kreditlinie,1
Vorfeld,1
abgewendet,1
Bankenunion,1
Einlagensicherung,1
Rückversicherung,2
vollendet,1
antizyklische,1
Brände,1
alleine,2
löschen,1
nachkommt,1
Zinsunterschiede,1
Eurozone,1
hält,2
Debatte,8
geldpolitische,1
Rückwirkungen,1
Volkswirtschaften,2
geldpolitischen,1
Geldwert,1
Finanzstabilität,1
allgemeine,1
Wirtschaftspolitik,1
wirtschaftspolitische,1
Leitstrategie,1
obliegt,1
unabhängigen,11
Leitwährung,2
glaubwürdigen,1
ausbaut,2
Langfristig,3
starker,3
kooperativen,3
Weltwährungssystem,1
wesentlicher,1
Baustein,2
durchsetzt,1
Zukunftsmärkten,1
Zahlungsmittel,1
innereuropäische,1
Überschuss,1
Defizitländern,1
wirtschafts,1
finanzpolitische,1
Gemeinschaft,2
haushalten,1
solide,4
weitsichtig,1
Bundeshaushalt,4
zukunftstauglich,1
Nachhaltiger,1
subventionieren,1
Haushalte,2
klimaschädliches,1
klimagerecht,1
jährlich,4
Ausgaben,6
Biodiversitätsquote,1
Anleihen,1
Gleichstellungsaspekten,1
finanz,1
haushaltspolitischen,1
Bundeshaushaltes,1
Grundsätzen,1
doppelten,2
Buchführung,1
generationengerechter,1
umbauen,4
Umweltbelastung,1
Abgaben,2
zurückgegeben,2
Sorgsamer,1
Steuergeld,1
Umfang,3
verschwendet,2
Desaster,1
Ansage,1
Verteidigungsministerium,1
teure,2
Beraterverträge,1
versenkt,1
gemachte,1
lukrativ,1
teuer,2
erwiesen,2
sorgsam,1
Streichen,1
überflüssigen,1
Ausgabeposten,1
Kreditaufnahme,2
Einnahmeerhöhungen,1
ÖPP,3
veröffentlichen,3
Grundsätzlich,4
Betracht,1
geringere,2
ergeben,2
Verkehrsbereich,1
Bauvorhaben,1
Privatisierungen,1
Pflichtaufgaben,2
Investitionsregel,1
verfügt,2
tragfähige,1
Staatsfinanzen,1
Zinsen,2
historisch,3
niedrig,2
Staatsanleihen,1
Zukunftsproblem,1
verfallen,1
Schlusslichtern,1
Schulden,1
Büchern,1
zeitgemäß,2
Tragfähigkeit,1
Zinslast,1
dringenden,1
konsumtiven,1
derzeitigen,1
strikten,3
öffentliches,4
erlauben,2
Netto,1
Kredite,2
bezahlt,7
Steuergerechtigkeit,2
möchten,9
angespannt,1
Steuerrecht,2
aufkommensneutral,1
obersten,3
relativ,1
Grundfreibetrag,2
Einkommensteuer,2
Gegenzug,3
Spitzensteuersatz,2
moderat,1
Alleinstehende,1
200,5
Paare,6
Stufe,3
Steuersatz,3
45,1
250,1
500,2
folgt,3
48,2
Manager,1
innengehälter,1
oberhalb,3
Abzug,1
Betriebsausgaben,1
Kapitalerträge,2
Beibehaltung,1
Sparerfreibetrages,1
individuellen,7
veranlagt,1
Finanzinstitute,1
behalten,2
Kapitalertragsteuer,1
Vorauszahlung,1
versteuerte,1
Teileinkünfteverfahren,1
Anlegerebene,1
teilweise,1
freistellt,1
Aktienkleinanleger,1
nähern,1
Ideal,1
finanzierungsneutralen,1
Steuersystems,1
bislang,5
Jahres,1
Frist,1
geltende,1
Steuerfreiheit,2
Veräußerungsgewinne,3
Grundstücken,1
abschaffen,10
Edelmetallen,1
Kryptowerten,1
Untere,1
Kindergrundsicherung,9
mobiles,3
Arbeiten,5
Arbeitgeber,6
erstattet,1
Werbungskosten,1
absetzbar,1
Vermögensungleichheit,1
zugenommen,1
Durchschnitt,1
Gestaltungen,2
Erbschaftssteuer,2
nahezu,1
entgehen,1
besteuern,2
verschiedene,1
Vermögensteuer,3
bevorzugtes,1
wachsenden,2
Bildungsaufgaben,1
Person,3
Begünstigungen,1
Betriebsvermögen,1
verfassungsrechtlich,5
erlaubten,1
gebotenen,1
Familienunternehmen,1
Ungerechtfertigte,1
Umsatzsteuer,1
Konsequent,4
vermeidung,1
Milliardenbeträge,1
aggressive,2
Steuervermeidung,3
Anzeigepflicht,1
Steuergestaltungen,1
Allianz,3
Steuerpflicht,2
Wohnsitz,1
Nationalität,1
hohem,2
motivierte,2
Wohnsitzwechsel,1
Steuerlücke,1
schätzen,1
Steuerverwaltung,1
reicher,1
beheben,6
Spezialeinheit,1
Bundesebene,5
ahnden,1
härter,2
Umgehung,1
Grunderwerbssteuer,2
unterbunden,2
Cum,2
ex,1
cum,1
Geschäfte,2
kümmern,4
Nachdruck,1
Einziehung,1
entstandenen,1
Buchungstricks,1
verschieben,2
Steuersümpfe,1
armen,1
verschaffen,4
unfaire,1
Wettbewerbsvorteile,1
Regelwerk,1
Steuerpflichten,1
Komitees,1
Mindeststeuersätze,3
Großunternehmen,1
Amerikas,1
unterbieten,1
transatlantisch,2
streiten,7
Briefkastenfirmen,1
Umsätze,1
Steuerzahlungen,1
umfänglich,1
Unternehmenssteuern,1
Mindeststeuersatz,1
mittelfristig,4
Google,1
Facebook,2
Digitalkonzernsteuer,1
Übergewinnsteuer,1
Steuerberater,1
Steuersümpfen,1
vermitteln,6
Steuerfragen,2
Mehrheitsentscheidungen,3
überzugehen,1
Einigungen,1
verstärkter,1
einzelnen,5
National,1
Gewinnverschiebungen,1
verschärften,1
Zins,1
Lizenzschranke,1
Quellensteuern,1
3,5
unterhakt,1
vertraut,1
kostbar,1
individuelles,1
Glück,2
auseinanderdriftet,1
erlebte,1
Auftrag,11
übersetzen,1
Kindesbeinen,1
materielle,1
garantieren,17
Sicherheitsversprechen,2
Lebenslage,1
Freiheitsrechte,2
Privileg,1
wenigen,1
existenzielle,1
Not,5
Stärken,1
Schwächen,3
Sozialstaates,1
robustes,1
Gesundheitssystem,8
Wirtschaftskraft,2
Jobverlust,1
Wirtschaftseinbruch,1
Obdachlosigkeit,2
Ungleichheiten,2
verschärft,2
arm,1
Last,1
systemrelevanten,1
Berufen,3
Pflege,24
Erziehung,3
Einzelhandel,3
schlechter,1
Entscheidungsprozessen,1
repräsentiert,2
Freiberufler,1
eingehen,2
stürzen,1
Verdienst,1
Existenzangst,2
not,1
erzieht,1
Kinderbetreuung,2
Homeschooling,1
gefordert,1
Lebensumstände,1
zurückgeworfen,1
Wohnung,5
fehlt,9
Schwimmhalle,1
dreifach,1
Einsamkeit,3
größer,1
Lehren,3
persönlicher,2
Umbrüche,1
Bibliotheken,5
Bolzplätze,1
Sport,20
Musikvereine,1
Theater,1
Jugendzentren,1
schönsten,1
Miteinanders,3
Westen,1
lebt,7
Verfassungsgrundsatz,1
oftmals,3
unerfüllten,1
Anspruch,21
Realität,6
wohnt,2
Ärzt,10
schnellem,1
Städter,1
bezahlbaren,2
Wohnraum,10
Wohnen,14
Mittelschicht,1
Existenz,2
klaffen,1
Gesundheitsämter,3
kaputtgespart,1
Krankenhäusern,2
Anschlag,2
Vorsorge,5
Kliniken,4
Geburtshilfe,4
Notfallhilfen,1
Angehörige,7
Freund,2
pflegen,3
globaler,8
Verlusten,2
lähmt,1
mürbe,1
abzusichern,1
Arbeitsversicherung,4
Starke,3
Tarifpartner,2
verteilter,1
Bedürfnissen,4
größeres,1
Gewicht,2
Kinderrechte,2
Grundprinzipien,1
Kinderrechtskonvention,2
Aktionsplan,6
Jugendbeteiligung,1
informiert,2
soziokulturellen,1
Aufenthaltsstatus,4
altersgerecht,1
niedrigschwellig,2
Jugendarbeit,4
hierbei,5
Jugendverbände,1
abstrakter,1
Begriff,1
erprobt,2
Werdende,1
Demokrat,2
Mitmach,1
Medienkompetenz,2
Querschnittsaufgaben,1
Jugendhilfe,10
konzeptionell,2
Bundeszentrale,2
Sozialraum,2
Wohnumfeldmaßnahmen,1
betreffen,3
Baugesetzbuch,3
Bundesimmissionsschutzgesetz,1
Kinderarmut,4
Kind,11
Armut,13
Alleinerziehenden,3
Geringverdienenden,1
reicht,3
vorn,1
hinten,1
Ausgrenzung,2
Diskriminierung,18
schlechtere,1
Bildungschancen,2
verdient,3
Zukunftschancen,2
Gesamtstrategie,2
Prävention,18
hervorragender,1
einfachen,4
Familienförderung,1
Kindergeld,2
Kinderfreibeträge,1
Kinderzuschlag,1
Sozialgeld,1
Bedarfe,4
eigenständige,6
zusammenzufassen,2
Garantie,1
Betrag,5
geringem,2
GarantiePlus,2
niedriger,1
Familieneinkommen,1
höher,1
einmaliger,1
Beantragung,1
Geburt,4
Familienkasse,1
berechnet,1
auszahlt,1
Neuermittlung,2
Kita,2
Kindertagespflege,2
Hortbetreuung,1
Familienberatung,1
Träger,7
begleiten,5
Aufwachsen,2
Sozialarbeiter,1
pädagogische,4
Mitarbeiter,7
Arbeitsdruck,1
Enormes,2
Personalplanung,1
ausgestattete,6
Jugendämter,2
Fachkräfte,10
Qualitätsstandards,4
erstellen,1
Trägern,3
Leistungsansprüche,1
körperlichen,2
geistigen,2
Sozialgesetzbuch,1
geregelt,3
Bundesinklusionsgesetz,1
ausgestaltet,5
Rechtsansprüche,1
eingeschlagenen,1
inklusiven,7
SGB,2
VIII,1
zügiger,2
voranschreiten,1
Bundesinklusionsgesetzes,1
vereinen,1
Bundesmodellprogramm,1
Anregungen,1
bundesweiten,4
Umstrukturierungsprozess,1
Kostenbeitrag,1
vollstationären,1
Einrichtung,4
Pflegefamilie,1
Selbstwirksamkeit,2
Jugend,6
Lebensphase,2
Erwachsene,4
selbstbestimmt,12
Verantwortungsvolle,1
selbstbewusste,2
mündige,1
Angelegenheiten,1
mitentscheiden,1
Lernorte,1
Freiräume,4
mitgestalten,4
niedrigschwellige,3
Beteiligungsgremien,1
Jugendparlamente,1
kommunaler,3
Jugendverbandsarbeit,1
Demokratiebildung,1
Offene,1
Jugendsozialarbeit,1
Frühe,1
Begegnungen,2
Austauschprogramme,1
Smartphones,2
Gemeinschaftsaufgabe,4
Bildungseinrichtungen,4
Fortbildungen,5
Unterstützungsangeboten,1
Kompetenzen,7
erwerben,1
Internetanbindung,1
Schule,9
digitales,2
Endgerät,1
Suchtpotenzial,1
übermäßigen,1
Straftaten,10
Hassrede,1
Cybergrooming,1
Mobbing,2
Riegel,1
vorschieben,1
Präventionsstrategie,2
verpflichtenden,3
Voreinstellungen,1
altersgerechten,1
auffindbaren,1
Informations,1
Beschwerdemöglichkeiten,1
Jugendmedienschutz,1
kommerziellem,1
Sammeln,1
Anbieter,5
psychische,7
körperliche,6
sexualisierte,5
Vernachlässigung,1
leidvoller,1
konsequenter,2
Aufarbeitung,10
Qualitätssicherung,1
Kinderschutz,3
familiengerichtlichen,2
oberste,2
Taten,5
Aufklärung,6
altersgerechte,1
Präventionsprogramme,2
gelebte,1
Schutzkonzepte,3
aufhalten,1
betreut,2
Basiswissen,1
Sensibilisierung,2
Kindeswohlgefährdung,1
Curricula,1
Jura,1
Medizin,3
Pädagogik,1
Polizei,16
Fortbildungspflicht,1
Familienrichter,2
Anforderungen,3
Qualifikation,3
Verfahrensbeiständen,1
zivilgesellschaftlichen,11
Kräfte,2
Thema,3
betreuen,1
Unabhängigen,3
Beauftragten,1
sexuellen,6
Kindesmissbrauchs,2
absichern,13
Zuständigkeiten,3
adäquat,1
spezialisierte,2
Fachberatungsstellen,1
telefonische,1
Familie,17
Beruf,6
gesamtgesellschaftliche,2
Elternzeit,1
unkompliziert,3
KinderZeit,2
Plus,4
Elterngeld,1
24,1
Monate,5
Elternteil,6
untereinander,2
aufgeteilt,2
Teilzeit,2
verlängert,2
Bezugszeitraum,1
14,3
Geburtstag,1
Kindes,3
älteren,3
zeitweise,2
Arbeitszeitkultur,1
Vollzeitkorridor,1
ausgewogene,3
Hausarbeit,1
partnerschaftlich,1
teilen,4
Teilzeitfallen,1
Kinderkrankengeld,2
Alleinerziehende,6
Lebensjahren,1
Infekte,1
mitgenommen,1
erhöhten,1
Altersgrenze,1
ärztliches,1
Attest,1
Erkrankungstag,1
Mutterschutz,1
tägige,1
Freistellung,1
einrichten,8
Mutterschutzregelungen,1
Totgeburt,1
Schwangerschaftswoche,1
Rücken,2
dennoch,3
mehrfach,1
Mindestbedarfe,1
steigt,1
Mindestunterhalt,1
heutigen,4
Unterhaltsvorschuss,1
Trennung,2
erziehende,2
Betreuung,5
knirschen,1
Mehrkosten,1
Ausübung,1
Umgangs,2
Betreuungsleistungen,1
Grundsicherungsbezug,1
Umgangsmehrbedarf,1
Betreuungsmodell,1
Einzelfall,1
Kindeswohl,2
gefunden,1
schematisch,1
Abendtermin,1
Beratungsgespräch,1
Arztbesuch,1
familienunterstützende,1
ergänzende,1
haushaltsnahe,2
Krankheitsfall,1
versorgt,3
Familienformen,1
Patchwork,1
Stief,1
Regenbogenfamilie,1
modernes,4
Familienrecht,1
liberales,1
Namensrecht,1
Soziale,5
Wegbegleiter,1
Rechtlich,1
Außenstehende,1
Kindergarten,1
vorgesehen,1
Sorgerechts,1
Rechtsinstitut,1
elterlichen,1
Mitverantwortung,1
Zeugung,1
Antrag,3
Jugendamt,1
leiblichen,1
übertragen,1
Elternschaft,2
Mütter,1
Stiefkindadoptionsverfahren,1
Abstammungsrecht,2
Mutter,1
Vätern,1
Ehen,4
Frau,4
rechtliches,1
Geschlechtseintrag,1
divers,1
Kinderwunsch,1
alleinstehende,1
Kostenerstattung,1
künstliche,1
Befruchtung,1
Rechtsstatus,1
Persönlichkeitsrecht,1
Kenntnis,1
Abstammung,1
gewahrt,2
füreinander,2
Pakt,5
zweier,1
Ehe,1
rechtlich,8
Mindestlohn,3
Niedriglohnsektor,2
schlechten,1
Löhnen,3
unsicheren,1
Beschäftigungsverhältnissen,3
Anschließend,1
Tariflöhne,2
entsprechen,2
Mindestlohnkommission,1
Jährige,1
Langzeitarbeitslose,1
Leiharbeiter,1
Lohn,7
Stammbeschäftigte,1
plus,1
Flexibilitätsprämie,1
zahlende,1
Wettbewerbsnachteile,1
erleiden,3
zeigt,5
branchenunabhängiges,1
Mindestkurzarbeitergeld,1
sachlichen,1
Grund,8
Arbeitsverträge,1
vielfachen,1
Werkverträgen,1
Abwälzung,1
unternehmerischer,1
mittels,1
Subunternehmerketten,1
ordnungspolitisch,1
Arbeitsschutz,4
Burn,1
out,1
Entgrenzung,1
Arbeitsplatz,4
schaffende,1
Anlaufstellen,3
Vollbeschäftigung,1
Arbeitsleben,3
teilzuhaben,2
Selbstverwirklichung,1
Spuren,2
hinterlässt,1
höheren,7
Gründungsgeist,1
Umfeld,2
gespalten,1
Lohnsteigerungen,1
Hochqualifizierte,1
unfreiwillige,1
stagnierende,1
Reallöhne,1
Arbeitspolitik,1
trocknen,1
Ursachen,8
Langzeitarbeitslosigkeit,1
arbeitslos,2
dauerhaften,4
sinnstiftende,1
Tätigkeiten,3
vermittelt,4
Tarifverträge,4
meistens,1
anständige,1
anstatt,2
tarifgebunden,1
Bundestariftreuegesetz,1
allgemeinverbindlich,2
Tarifflucht,1
Tarifvertragspartei,1
Umstrukturierungen,1
tariflichen,2
abgeschlossen,2
Paritätische,1
Schlichtungsverfahren,1
auswirken,4
Gleiches,1
erstmals,2
Betriebsrat,1
gründen,2
Mitbestimmungsrechte,2
Personalräte,1
Ausbildungsvertretungen,1
modernisieren,6
Personalentwicklung,1
Standortverlagerungen,1
Klimabilanz,1
finanzielle,15
Gehalt,1
Mitgestaltung,1
bewirken,1
Arbeitswelt,7
Selbstbestimmter,1
Privatleben,1
Mitsprache,3
verbreiteten,1
verbunden,5
Eigenständigkeit,2
Pendeln,1
wegfiel,1
Belastungsprobe,1
Arbeitszimmer,1
Kolleg,3
entgrenzt,1
Selbstbestimmung,14
Schutzkriterien,1
Interessenvertretungen,1
nahe,1
gelegenen,1
Working,6
Space,3
stattfinden,4
freiwillig,2
Rückkehrrecht,2
Freiraum,2
Arbeitszeit,4
Büro,2
Montage,1
Wert,3
Kürzere,1
Arbeitszeiten,2
IG,1
Metall,1
Bewältigung,6
Strukturwandels,1
Automobilbranche,1
Belastung,1
flexibler,4
bestimmen,3
starre,1
Vollzeit,3
umgestalten,1
Arbeitszeitkorridors,1
Sozialpartner,1
flexible,3
Arbeitszeitmodelle,3
Vorteil,1
Arbeitnehmenden,1
Versuche,1
Arbeitszeitgesetz,2
Nachteil,3
aufzuweichen,1
dokumentiert,2
Gerichtshof,2
Urteil,1
entschieden,9
existierender,1
tatsächliche,2
Arbeitsmarktpolitik,1
Arbeitslosenversicherung,4
Zentral,1
Rechtsanspruch,6
beruflichen,6
häufige,1
Berufswechsel,1
Normalität,1
arbeitet,7
Berufsleben,1
Überall,1
Arbeitsagentur,2
Bildungsagenturen,2
Neuorientierung,3
Weiterbildungsberatung,1
förderung,1
lebensbegleitenden,1
Lernens,3
Monaten,2
sozialversicherungspflichtiger,1
selbständige,1
Berufstätigkeit,1
abgesichert,6
freiwilligen,5
Zugangsmöglichkeit,1
Auswahl,3
Tarifen,1
Notsituationen,1
heraus,2
zurückgeworfenen,1
Berufsanfänger,1
Einstiegszuschuss,1
Brücke,1
Besserer,1
online,2
vermittelter,1
Handwerkerdienst,1
Reinigung,1
Gig,1
ortsunabhängig,1
Crowd,1
Vermittlung,7
bergen,1
Onlinewelt,1
angepasst,6
Ausbeutung,6
getätigte,1
vermittelte,1
arbeitenden,3
Arbeitenden,1
Scheinselbständigkeit,2
Abgrenzung,1
selbständiger,1
Tätigkeit,3
abhängiger,1
Auftragnehmer,2
angibt,1
Arbeitnehmerstatus,1
Auftraggeber,1
beweisen,1
Unfaires,1
Mindesthonorar,1
zeitbasierte,1
Arbeitnehmerähnliche,1
tariflich,1
organisieren,2
branchenspezifisch,1
Honoraruntergrenzen,1
vereinbart,1
erklärt,1
Plattformbetreiber,2
Geschäftsbedingungen,1
Beschäftigtendatenschutz,1
Zugangsrecht,1
Fairplay,1
Plattformökonomie,1
Nachbarstaaten,4
Nachbarland,1
Errungenschaften,2
vereinten,1
hochqualifizierten,1
führte,1
Dienstleistungsbereichen,1
ausbeuterischen,1
Arbeitsrealitäten,2
Schlachthöfen,1
schlaglichtartig,1
ausbeuterische,1
egal,8
Vorgehen,4
Schwarzarbeit,1
Sozialversicherungsnummer,1
entsandten,2
Abschaffung,3
sozialversicherungsfreien,1
Vermittlungsagenturen,1
Arbeitsbehörde,1
arbeitssuchende,1
Geschlechtern,1
Gleicher,2
Selbstverständlichkeit,1
entfernt,2
Durchschnittlich,1
verdienen,5
Pflegebedürftige,2
Erwerbsleben,1
halb,1
ungenügenden,1
Alterssicherung,2
bemerkbar,1
Lohngleichheit,1
national,4
effektives,3
Entgeltgleichheitsgesetz,1
Bezahlung,6
Männern,1
Schließen,1
Pay,1
Gaps,1
berichten,2
strukturellen,6
Klage,1
Betroffenen,12
Lohncheckverfahren,1
Diskriminierungen,6
aufdecken,1
Lohnstrukturen,1
anonymisierte,1
Spannen,1
Gehalts,1
Honorarstruktur,1
ausgeübt,1
Wertschätzung,5
Wirtschaftliche,1
Steine,1
behindern,1
geräumt,1
Sorgearbeit,2
systemrelevant,2
Lebensphasen,1
Berufswahl,1
Rente,11
Minijobs,2
Studierende,12
Schüler,10
Rentner,1
sozialversicherungspflichtige,2
enge,3
Rollenerwartungen,1
eingeschränkte,1
Berufswahlverhalten,1
gendersensible,1
Berufsberatung,2
gläserne,1
Decke,1
hindert,1
aufbrechen,1
kluge,3
Zeitpolitik,1
geschlechtergerecht,4
aufzuteilen,1
gleichberechtigt,10
Chancengerechtigkeit,1
Väter,1
gleichermaßen,7
Paaren,1
benachteiligt,4
Rechtsberatung,1
Rückkehr,6
Tatsache,1
erforderlicher,1
Gesetzesänderungen,3
Erwerbsarbeit,2
gleichberechtigter,2
Fall,2
Modell,2
männlichen,1
Ernährers,1
höchstens,2
dazuverdient,1
hauptsächlich,1
kümmert,1
ungerecht,1
privilegiert,1
verheiratete,1
Erwerbstätigkeit,3
hemmt,1
Nachteile,1
kostenlosen,2
Mitversicherung,1
negativ,1
geschlossene,2
individuelle,13
übertragbarem,1
Lohnsteuer,1
Gebühr,1
belastete,1
Zweitverdiener,1
Faktorverfahren,1
Steuerklasse,1
Zuverdiener,1
Lebensentwürfe,1
verheiratet,1
einzeln,1
veranlagen,1
Ehegattensplitting,1
Steuergutschrift,1
Garantiesicherung,5
Hartz,3
IV,3
soziokulturelle,2
Existenzminimum,2
Wandels,2
angesichts,7
